Complex,E2_gene_name,E3_gene_name,E2_uniprot,E3_uniprot,UB_I44_E2_distance(angstrom),Ub_Cterm_Cys_distance(angstrom),dG_AB,dG_AC,dG_BC,dSASA_AB,dSASA_AC,dSASA_BC,dSASA_hphobic_AB,dSASA_hphobic_AC,dSASA_hphobic_BC,dSASA_polar_AB,dSASA_polar_AC,dSASA_polar_BC,ipSAE_AB,ipSAE_AC,ipSAE_BC,linchpin,maxPAE_AB,maxPAE_AC,maxPAE_BC,meanPAE_AB,meanPAE_AC,meanPAE_BC,minPAE_AB,minPAE_AC,minPAE_BC,n_hbonds_AB,n_hbonds_AC,n_hbonds_BC,n_res_AB,n_res_AC,n_res_BC,pDockQ2_AB,pDockQ2_AC,pDockQ2_BC,pDockQ_AB,pDockQ_AC,pDockQ_BC,unsat_hbonds_AB,unsat_hbonds_AC,unsat_hbonds_BC,set_id,predicted_probability,predicted_label
UB-UBE2G2-ZFTRAF1,UBE2G2,ZFTRAF1,P60604,P0DTL6,7.694779872894287,5.125483512878418,9.507,-27.993,-45.301,1134.146,3129.347,2557.028,601.895,1604.795,1295.122,532.252,1524.552,1261.906,0.55089,0.0,0.0,False,23.81,21.22,22.56,6.47,16.74,17.38,2.44,13.62,12.43,3.0,13.0,12.0,52.0,120.0,98.0,0.287,0.0134,0.0148,0.4638,0.0273,0.0489,3.0,15.0,12.0,E3_without_E2_set,0.04308621,nonpair
UB-UBE2G2-NFX1,UBE2G2,NFX1,P60604,Q12986,7.389337539672852,4.368543148040772,-56.858,-73.156,-52.375,2304.707,3363.581,2857.444,1361.129,1842.887,1575.805,943.579,1520.693,1281.639,0.704127,0.67673,0.750886,False,22.7,16.19,13.64,4.92,3.05,3.19,1.56,1.61,1.16,11.0,21.0,12.0,108.0,139.0,123.0,0.4818,0.6194,0.7021,0.4868,0.1833,0.3681,14.0,18.0,19.0,E3_without_E2_set,0.7411285,pair
UB-UBE2G2-MKRN4P,UBE2G2,MKRN4P,P60604,Q13434,7.239783763885498,6.223069667816162,-43.345,-47.212,-34.632,2239.73,3515.354,2499.698,1342.034,1976.636,1301.717,897.697,1538.718,1197.981,0.667194,0.541276,0.682193,True,26.23,4.98,19.8,6.61,2.7,6.2,1.63,1.52,1.27,9.0,14.0,9.0,83.0,132.0,101.0,0.3038,0.7049,0.2552,0.4063,0.1038,0.2348,12.0,30.0,28.0,E3_without_E2_set,0.004518971,nonpair
UB-UBE2G2-LONRF2,UBE2G2,LONRF2,P60604,Q1L5Z9,7.264821529388428,4.68766975402832,-45.942,-58.106,-43.743,2114.167,3483.056,2593.396,1083.281,1789.614,1303.987,1030.886,1693.442,1289.409,0.658654,0.436773,0.590648,False,24.41,4.95,22.75,5.58,2.74,6.01,1.68,1.75,1.71,9.0,16.0,13.0,79.0,134.0,104.0,0.3817,0.5515,0.3318,0.4654,0.1105,0.2,3.0,19.0,18.0,E3_without_E2_set,0.29928702,nonpair
UB-UBE2G2-TRIM60,UBE2G2,TRIM60,P60604,Q495X7,7.2785797119140625,4.988321304321289,-44.062,-62.25,-50.678,1773.489,3126.413,2719.161,1140.557,1696.053,1388.855,632.932,1430.36,1330.305,0.71822,0.611422,0.685489,False,23.73,6.84,14.35,5.33,2.67,3.76,1.39,1.22,1.19,5.0,11.0,10.0,82.0,128.0,109.0,0.4058,0.6398,0.5446,0.486,0.1621,0.2166,8.0,22.0,23.0,E3_without_E2_set,0.004062286,nonpair
UB-UBE2G2-LONRF3,UBE2G2,LONRF3,P60604,Q496Y0,7.2427568435668945,4.944886207580566,-50.837,-83.139,-64.558,2189.946,3449.448,2847.963,1190.045,1728.278,1363.44,999.9,1721.169,1484.524,0.702955,0.72454,0.660562,False,24.3,4.41,20.59,5.35,2.05,4.66,1.41,1.25,1.39,8.0,21.0,17.0,88.0,130.0,117.0,0.3721,0.7662,0.4554,0.4675,0.1993,0.1935,7.0,26.0,26.0,E3_without_E2_set,0.006038417,nonpair
UB-UBE2G2-TRIM61,UBE2G2,TRIM61,P60604,Q5EBN2,7.2888569831848145,4.6284942626953125,-47.803,-63.592,-56.281,1883.319,3144.348,2744.125,1207.164,1796.0,1471.471,676.155,1348.349,1272.654,0.736168,0.577851,0.697257,False,24.14,7.03,11.66,4.82,2.86,3.43,1.38,1.29,1.23,5.0,15.0,14.0,83.0,127.0,107.0,0.4729,0.6155,0.5391,0.4864,0.1515,0.2541,5.0,17.0,18.0,E3_without_E2_set,0.11546945,nonpair
UB-UBE2G2-DCST1,UBE2G2,DCST1,P60604,Q5T197,7.217967987060547,4.910739898681641,-25.288,-56.366,-35.039,1084.514,3091.493,2281.691,656.558,1656.099,1125.096,427.956,1435.394,1156.596,0.425046,0.077352,0.29766,False,21.78,10.13,21.14,6.85,8.2,5.21,2.67,6.39,3.09,1.0,14.0,13.0,55.0,121.0,91.0,0.2464,0.0814,0.2417,0.3844,0.0215,0.1186,3.0,19.0,16.0,E3_without_E2_set,0.047616497,nonpair
UB-UBE2G2-RNF187,UBE2G2,RNF187,P60604,Q5TA31,7.6673994064331055,5.102447032928467,-24.561,-75.716,-55.784,1218.914,3356.954,2674.974,623.823,1733.154,1308.85,595.091,1623.801,1366.124,0.762476,0.310841,0.54934,False,22.16,2.97,14.54,4.62,2.89,3.37,1.18,2.81,1.64,4.0,17.0,15.0,60.0,130.0,99.0,0.5232,0.3268,0.5668,0.5411,0.0282,0.1722,3.0,20.0,17.0,E3_without_E2_set,0.028975002,nonpair
UB-UBE2G2-TRIM40,UBE2G2,TRIM40,P60604,Q6P9F5,7.378533363342285,4.600550174713135,-41.531,-58.476,-40.911,1967.095,3311.75,2561.032,1170.064,1703.474,1307.246,797.031,1608.276,1253.787,0.763336,0.627247,0.733635,False,23.12,3.61,20.36,4.78,2.04,4.97,1.22,1.18,1.14,7.0,15.0,10.0,78.0,128.0,104.0,0.524,0.7407,0.4188,0.5173,0.1336,0.2437,15.0,26.0,24.0,E3_without_E2_set,0.3129665,nonpair
UB-UBE2G2-WDR59,UBE2G2,WDR59,P60604,Q6PJI9,7.672756671905518,5.019196510314941,-17.486,-76.889,-46.893,2110.664,3689.864,3245.767,1329.218,2054.746,1740.082,781.445,1635.118,1505.685,0.734152,0.314136,0.576043,False,21.95,13.81,12.72,4.51,7.97,4.18,1.38,3.29,1.61,4.0,18.0,16.0,91.0,135.0,119.0,0.5305,0.1021,0.4979,0.5194,0.0728,0.2633,8.0,16.0,17.0,E3_without_E2_set,0.034984235,nonpair
UB-UBE2G2-PDZRN4,UBE2G2,PDZRN4,P60604,Q6ZMN7,7.685634613037109,5.311516284942627,-29.849,-78.092,-52.094,1773.53,3922.137,2541.564,1092.015,2048.805,1261.608,681.515,1873.333,1279.956,0.702315,0.286355,0.39507,False,22.36,5.86,19.92,5.06,5.06,6.04,1.41,3.85,2.74,7.0,20.0,13.0,64.0,133.0,97.0,0.4324,0.2529,0.2783,0.5206,0.0294,0.2048,6.0,27.0,21.0,E3_without_E2_set,0.0046245353,nonpair
UB-UBE2G2-MEX3B,UBE2G2,MEX3B,P60604,Q6ZN04,7.228335857391357,5.154048919677734,-32.55,-42.871,-34.37,1566.388,3018.047,2527.152,894.618,1654.543,1280.133,671.77,1363.504,1247.019,0.7087,0.530011,0.587161,False,24.5,4.89,11.34,5.14,2.52,3.24,1.35,1.45,1.66,5.0,10.0,7.0,68.0,120.0,101.0,0.4178,0.646,0.5005,0.4498,0.0839,0.1487,5.0,29.0,29.0,E3_without_E2_set,0.006655615,nonpair
UB-UBE2G2-NFXL1,UBE2G2,NFXL1,P60604,Q6ZNB6,7.183112621307373,5.158802032470703,-51.33,-55.258,-45.048,2512.038,3483.995,2916.179,1427.842,1925.212,1313.133,1084.196,1558.783,1603.046,0.634141,0.56107,0.622147,False,24.89,13.69,19.77,6.2,4.12,6.05,1.81,1.55,1.48,11.0,17.0,16.0,102.0,141.0,118.0,0.3321,0.5127,0.3574,0.4262,0.1204,0.2627,14.0,23.0,26.0,E3_without_E2_set,0.002970959,nonpair
UB-UBE2G2-TRIM67,UBE2G2,TRIM67,P60604,Q6ZTA4,7.753780364990234,4.771228313446045,-61.427,-89.132,-58.351,2513.464,3946.675,2795.458,1528.197,2206.026,1290.732,985.267,1740.649,1504.726,0.63116,0.512823,0.615095,False,21.45,4.35,27.61,5.54,2.49,10.62,1.78,1.64,1.3,9.0,19.0,14.0,107.0,155.0,101.0,0.4271,0.663,0.1018,0.4628,0.1131,0.2838,9.0,26.0,23.0,E3_without_E2_set,0.047858384,nonpair
UB-UBE2G2-RFPL4B,UBE2G2,RFPL4B,P60604,Q6ZWI9,7.337649345397949,5.3267107009887695,-42.938,-61.118,-42.011,2205.213,3379.654,2675.535,1201.312,1716.754,1322.662,1003.901,1662.9,1352.873,0.734701,0.584307,0.723502,False,24.52,14.04,19.61,5.06,3.19,4.55,1.34,1.29,1.2,6.0,14.0,12.0,82.0,131.0,108.0,0.4632,0.5678,0.4367,0.458,0.1264,0.2233,6.0,18.0,20.0,E3_without_E2_set,0.022161601,nonpair
UB-UBE2G2-TRIM74,UBE2G2,TRIM74,P60604,Q86UV6,7.373112678527832,6.450149059295654,-39.117,-51.056,-29.099,2196.778,3227.163,2757.76,1389.724,1781.752,1436.275,807.054,1445.411,1321.485,0.729879,0.595173,0.732388,False,24.56,7.35,20.16,5.65,2.55,4.73,1.32,1.23,1.16,3.0,12.0,11.0,77.0,130.0,107.0,0.4001,0.7022,0.4184,0.4277,0.1437,0.2157,9.0,27.0,25.0,E3_without_E2_set,0.016288444,nonpair
UB-UBE2G2-TRIM73,UBE2G2,TRIM73,P60604,Q86UV7,7.4039306640625,5.800264835357666,-48.653,-55.457,-37.524,2123.546,3202.544,2695.206,1389.272,1781.406,1401.764,734.274,1421.138,1293.442,0.716667,0.57433,0.731639,False,24.91,8.36,18.78,5.65,3.0,3.92,1.44,1.31,1.17,5.0,11.0,8.0,78.0,125.0,102.0,0.4289,0.6686,0.4842,0.4281,0.1271,0.2132,9.0,30.0,25.0,E3_without_E2_set,0.036693797,nonpair
UB-UBE2G2-MEX3D,UBE2G2,MEX3D,P60604,Q86XN8,7.638552665710449,5.166661262512207,-9.007,-57.805,-47.551,1201.095,3371.107,2499.28,652.161,1713.595,1235.963,548.935,1657.512,1263.316,0.407166,0.0,0.0,False,23.19,15.42,23.19,7.66,14.53,16.82,3.35,13.57,11.42,3.0,16.0,13.0,58.0,125.0,95.0,0.1913,0.0163,0.0152,0.4361,0.0215,0.0573,4.0,22.0,18.0,E3_without_E2_set,0.033191536,nonpair
UB-UBE2G2-MARCHF9,UBE2G2,MARCHF9,P60604,Q86YJ5,7.224761962890625,4.898682594299316,-57.005,-66.064,-62.408,2590.386,3567.055,3027.409,1512.544,2044.477,1536.506,1077.842,1522.578,1490.902,0.690102,0.545994,0.701051,False,24.23,4.16,15.97,4.9,2.3,3.96,1.49,1.33,1.33,9.0,14.0,19.0,98.0,142.0,111.0,0.4405,0.7057,0.5644,0.4779,0.3066,0.2951,9.0,24.0,23.0,E3_without_E2_set,0.021382747,nonpair
UB-UBE2G2-VPS8,UBE2G2,VPS8,P60604,Q8N3P4,7.356043338775635,5.002521991729736,-14.754,-51.567,-36.974,1604.914,3032.131,2616.8,848.742,1566.83,1253.649,756.171,1465.302,1363.151,0.579475,0.022164,0.138964,False,22.05,12.97,16.38,5.8,9.67,8.95,1.88,7.74,5.36,5.0,15.0,12.0,62.0,121.0,96.0,0.3587,0.0513,0.0703,0.4589,0.0306,0.1069,8.0,21.0,16.0,E3_without_E2_set,0.0025316519,nonpair
UB-UBE2G2-RNF175,UBE2G2,RNF175,P60604,Q8N4F7,7.348770141601562,4.951704978942871,-31.455,-52.595,-53.399,1548.753,3035.439,2646.969,869.247,1650.221,1381.449,679.505,1385.218,1265.52,0.695655,0.45895,0.572493,False,21.11,7.25,11.26,4.77,3.03,3.84,1.4,1.75,1.6,6.0,13.0,13.0,68.0,124.0,102.0,0.5046,0.6512,0.5553,0.531,0.1385,0.2098,4.0,21.0,25.0,E3_without_E2_set,0.0077793472,nonpair
UB-UBE2G2-TRIML1,UBE2G2,TRIML1,P60604,Q8N9V2,7.259994029998779,4.882737636566162,-34.856,-64.716,-48.013,2073.644,3583.8,2584.863,1251.811,1950.415,1261.876,821.833,1633.385,1322.986,0.660305,0.400578,0.634174,False,22.8,4.74,24.34,5.16,3.14,6.48,1.51,2.38,1.65,4.0,15.0,15.0,70.0,132.0,99.0,0.3949,0.4593,0.2299,0.463,0.0723,0.212,14.0,26.0,21.0,E3_without_E2_set,0.021349067,nonpair
UB-UBE2G2-WDSUB1,UBE2G2,WDSUB1,P60604,Q8N9V3,7.298274517059326,4.778643131256104,-39.872,-55.953,-52.466,2265.37,3561.28,2744.917,1182.991,1807.811,1325.787,1082.38,1753.47,1419.129,0.730231,0.63585,0.722997,False,22.97,3.98,29.7,5.01,2.23,5.91,1.34,1.29,1.17,10.0,16.0,14.0,86.0,134.0,106.0,0.4026,0.605,0.3152,0.4668,0.1135,0.2408,8.0,20.0,17.0,E3_without_E2_set,0.087930344,nonpair
UB-UBE2G2-MARCHF10,UBE2G2,MARCHF10,P60604,Q8NA82,7.3022918701171875,5.428690910339356,-44.105,-48.553,-45.95,2282.438,3421.314,2878.513,1451.304,1988.264,1517.0,831.134,1433.051,1361.513,0.75859,0.668636,0.744342,False,24.25,3.14,15.61,4.45,1.75,3.6,1.21,1.05,1.18,7.0,9.0,12.0,89.0,138.0,112.0,0.5223,0.8459,0.6444,0.5188,0.3581,0.3602,6.0,29.0,26.0,E3_without_E2_set,0.034934327,nonpair
UB-UBE2G2-RNF214,UBE2G2,RNF214,P60604,Q8ND24,7.5686354637146,4.948537349700928,-26.634,-63.142,-49.493,1660.168,3591.172,2641.381,1179.759,2039.082,1378.87,480.41,1552.09,1262.511,0.544634,0.155412,0.330757,False,21.62,12.94,24.45,5.63,6.38,7.03,2.42,3.71,2.34,1.0,15.0,14.0,74.0,132.0,97.0,0.3788,0.194,0.1768,0.4762,0.0354,0.1503,10.0,27.0,19.0,E3_without_E2_set,0.0023464297,nonpair
UB-UBE2G2-SH3RF2,UBE2G2,SH3RF2,P60604,Q8TEC5,7.240650653839111,4.918931484222412,-44.302,-60.585,-42.441,2134.978,3325.081,2675.062,1254.056,1818.744,1323.416,880.922,1506.337,1351.646,0.684713,0.473106,0.604355,False,20.67,24.3,15.77,5.67,4.08,4.06,1.62,1.49,1.46,8.0,12.0,10.0,80.0,129.0,110.0,0.414,0.4578,0.5277,0.4628,0.0994,0.2158,9.0,26.0,23.0,E3_without_E2_set,0.014524485,nonpair
UB-UBE2G2-SH3RF3,UBE2G2,SH3RF3,P60604,Q8TEJ3,7.358570575714111,4.774468421936035,-42.899,-61.025,-42.148,1826.324,3307.432,2605.255,937.351,1641.027,1273.689,888.973,1666.405,1331.566,0.67862,0.533898,0.67654,False,22.3,4.32,15.19,5.36,2.32,3.64,1.56,1.44,1.3,15.0,21.0,8.0,74.0,126.0,103.0,0.4393,0.69,0.6097,0.4782,0.1049,0.24,7.0,30.0,27.0,E3_without_E2_set,0.017533256,nonpair
UB-UBE2G2-RNF141,UBE2G2,RNF141,P60604,Q8WVD5,7.3912034034729,5.264699459075928,-51.913,-56.52,-45.701,1861.165,3254.388,2550.427,1001.645,1723.944,1263.405,859.52,1530.444,1287.022,0.691915,0.622979,0.658,True,24.33,3.76,21.5,6.22,2.06,4.48,1.48,1.25,1.24,8.0,13.0,11.0,71.0,120.0,100.0,0.3294,0.7431,0.4691,0.4193,0.1123,0.1512,6.0,26.0,24.0,E3_without_E2_set,0.008367715,nonpair
UB-UBE2G2-RNF133,UBE2G2,RNF133,P60604,Q8WVZ7,7.403986930847168,5.0945892333984375,-50.46,-62.814,-55.439,1781.132,3042.055,2616.022,1100.785,1673.532,1318.402,680.347,1368.523,1297.62,0.708805,0.544446,0.652247,False,25.09,11.23,15.66,5.31,2.94,3.63,1.41,1.45,1.43,6.0,14.0,14.0,73.0,123.0,105.0,0.387,0.6223,0.5614,0.4292,0.1181,0.2111,5.0,12.0,12.0,E3_without_E2_set,0.0014216121,nonpair
UB-UBE2G2-ZNRF4,UBE2G2,ZNRF4,P60604,Q8WWF5,7.398108005523682,4.938371658325195,-50.617,-64.784,-45.525,1941.115,3286.714,2642.836,1236.083,1754.782,1333.073,705.032,1531.932,1309.763,0.731653,0.591103,0.721663,False,24.08,5.44,15.02,5.1,2.28,4.38,1.33,1.35,1.24,7.0,12.0,9.0,75.0,127.0,103.0,0.495,0.6878,0.4873,0.4787,0.1306,0.2898,5.0,21.0,22.0,E3_without_E2_set,0.11516182,nonpair
UB-UBE2G2-NEURL3,UBE2G2,NEURL3,P60604,Q96EH8,7.3791351318359375,4.755243301391602,-41.256,-58.405,-50.816,1965.743,3274.486,2673.328,1189.16,1744.766,1346.205,776.583,1529.72,1327.123,0.683445,0.551681,0.641965,False,23.06,4.12,19.2,5.17,2.32,4.42,1.48,1.4,1.45,6.0,15.0,11.0,74.0,124.0,104.0,0.3948,0.6217,0.4979,0.4661,0.1191,0.2062,12.0,26.0,21.0,E3_without_E2_set,0.0122644175,nonpair
UB-UBE2G2-RNFT2,UBE2G2,RNFT2,P60604,Q96EX2,7.290199756622314,4.65562105178833,-49.453,-75.017,-52.944,1917.371,3304.61,2642.383,1035.453,1633.233,1242.574,881.918,1671.377,1399.808,0.752552,0.591702,0.737848,False,20.2,5.59,10.19,4.42,2.47,2.86,1.25,1.34,1.08,10.0,19.0,11.0,78.0,126.0,108.0,0.5612,0.7026,0.713,0.5257,0.1462,0.2809,12.0,27.0,29.0,E3_without_E2_set,0.9813912,pair
UB-UBE2G2-RNF145,UBE2G2,RNF145,P60604,Q96MT1,7.278560161590576,5.1100172996521,-41.203,-56.803,-40.447,2025.752,3173.686,2605.891,1224.906,1822.597,1304.961,800.846,1351.089,1300.93,0.769134,0.615691,0.753045,False,25.28,5.23,9.98,4.76,2.29,2.67,1.25,1.28,1.14,4.0,12.0,10.0,76.0,129.0,106.0,0.5449,0.7821,0.7467,0.503,0.1431,0.3123,13.0,30.0,23.0,E3_without_E2_set,0.29912472,nonpair
UB-UBE2G2-BIRC8,UBE2G2,BIRC8,P60604,Q96P09,7.195567607879639,4.854613304138184,-34.513,-54.917,-48.816,1838.799,3299.914,2615.648,1083.592,1755.95,1343.818,755.208,1543.964,1271.83,0.733101,0.572957,0.71519,False,22.97,7.44,10.46,4.96,2.59,2.7,1.33,1.34,1.31,6.0,12.0,10.0,76.0,127.0,103.0,0.4786,0.6449,0.6938,0.4841,0.1015,0.261,3.0,22.0,23.0,E3_without_E2_set,0.27900416,nonpair
UB-UBE2G2-RNF157,UBE2G2,RNF157,P60604,Q96PX1,7.286922931671143,5.038558483123779,-38.999,-64.727,-56.997,1625.527,3176.968,2507.088,966.354,1676.951,1302.199,659.172,1500.016,1204.888,0.69792,0.486838,0.57114,True,20.97,4.7,18.23,4.51,2.72,5.07,1.47,1.61,1.72,6.0,14.0,12.0,75.0,132.0,104.0,0.5357,0.6631,0.4208,0.5223,0.082,0.2689,13.0,30.0,28.0,E3_without_E2_set,0.012393831,nonpair
UB-UBE2G2-SCAF11,UBE2G2,SCAF11,P60604,Q99590,7.267334461212158,4.694650650024414,-45.564,-74.401,-51.491,1864.913,3285.812,2709.132,1193.639,1798.003,1215.251,671.274,1487.808,1493.881,0.737501,0.62828,0.744977,False,20.14,21.2,9.58,4.52,5.21,2.63,1.33,1.29,1.11,6.0,14.0,12.0,79.0,130.0,105.0,0.5344,0.5015,0.7301,0.5254,0.1152,0.2543,13.0,28.0,24.0,E3_without_E2_set,0.8585241,pair
UB-UBE2G2-CGRRF1,UBE2G2,CGRRF1,P60604,Q99675,7.240341663360596,4.625931739807129,-36.782,-60.021,-56.349,1593.694,2936.812,2585.39,886.212,1451.067,1182.851,707.481,1485.745,1402.539,0.7575,0.600669,0.647743,True,23.14,3.54,19.61,4.22,2.12,3.39,1.23,1.36,1.41,8.0,14.0,14.0,68.0,124.0,106.0,0.5875,0.7463,0.597,0.5518,0.0985,0.1668,4.0,26.0,27.0,E3_without_E2_set,0.02996625,nonpair
UB-UBE2G2-TRIM56,UBE2G2,TRIM56,P60604,Q9BRZ2,7.221162796020508,4.76696252822876,-39.115,-59.877,-47.23,1812.185,3070.15,2583.468,907.762,1614.61,1291.664,904.422,1455.54,1291.804,0.675822,0.522749,0.621172,True,22.39,17.31,18.81,5.78,3.61,3.34,1.6,1.38,1.35,8.0,14.0,12.0,71.0,123.0,104.0,0.3642,0.4394,0.5482,0.442,0.0977,0.1595,8.0,22.0,22.0,E3_without_E2_set,0.0021543324,nonpair
UB-UBE2G2-TRIM6,UBE2G2,TRIM6,P60604,Q9C030,7.348824024200439,5.957809925079346,-40.821,-48.914,-42.205,1524.597,2833.985,2659.596,873.831,1465.921,1285.44,650.766,1368.064,1374.157,0.710222,0.593798,0.701922,False,24.44,5.16,13.79,5.75,2.55,2.93,1.44,1.28,1.23,4.0,11.0,11.0,74.0,121.0,108.0,0.412,0.6832,0.6087,0.453,0.1286,0.1466,5.0,25.0,25.0,E3_without_E2_set,0.0017869446,nonpair
UB-UBE2G2-TRIM4,UBE2G2,TRIM4,P60604,Q9C037,7.30348014831543,4.963858604431152,-44.975,-65.512,-45.659,1791.837,3096.695,2675.391,968.169,1612.299,1339.722,823.669,1484.396,1335.67,0.739681,0.596649,0.712471,False,21.84,7.43,12.31,4.93,2.43,3.76,1.33,1.29,1.24,7.0,14.0,11.0,73.0,121.0,105.0,0.4932,0.6804,0.552,0.5004,0.1209,0.1701,12.0,29.0,28.0,E3_without_E2_set,0.01835428,nonpair
UB-UBE2G2-RNF208,UBE2G2,RNF208,P60604,Q9H0X6,7.650986671447754,5.311346054077148,15.078,-26.331,-42.509,1374.59,3406.449,2666.233,889.561,1798.609,1161.887,485.029,1607.84,1504.346,0.701763,0.012144,0.013236,False,22.78,20.81,24.45,5.23,15.32,15.63,1.57,12.08,10.33,1.0,10.0,11.0,60.0,128.0,101.0,0.3838,0.0185,0.0159,0.487,0.0397,0.0827,6.0,27.0,23.0,E3_without_E2_set,0.0037255897,nonpair
UB-UBE2G2-RMND5A,UBE2G2,RMND5A,P60604,Q9H871,7.255027770996094,6.093591690063477,-31.527,-53.236,-37.06,1588.973,3112.444,2513.106,858.425,1685.118,1310.793,730.547,1427.326,1202.312,0.680331,0.405943,0.587159,False,24.88,4.95,16.39,5.76,3.08,3.32,1.59,2.06,1.53,5.0,16.0,11.0,65.0,122.0,102.0,0.3542,0.5474,0.5424,0.4375,0.0652,0.1728,12.0,26.0,27.0,E3_without_E2_set,0.0021256509,nonpair
UB-UBE2G2-UNKL,UBE2G2,UNKL,P60604,Q9H9P5,7.727121829986572,5.029240131378174,-6.026,-45.695,-40.587,1291.079,3479.911,2300.474,822.917,1995.734,1255.206,468.162,1484.176,1045.268,0.180784,0.0,0.0,False,24.05,,24.11,10.79,,16.9,4.99,,11.61,1.0,12.0,11.0,52.0,125.0,85.0,0.062,0.0111,0.0153,0.3351,0.0183,0.0645,12.0,23.0,11.0,E3_without_E2_set,0.05209976,nonpair
UB-UBE2G2-MKRN1,UBE2G2,MKRN1,P60604,Q9UHC7,7.270873069763184,4.860650539398193,-33.189,-60.226,-44.888,2201.28,3706.495,2566.354,1363.202,2028.64,1301.612,838.077,1677.855,1264.742,0.709612,0.645282,0.711448,False,24.2,3.67,19.81,5.36,2.02,5.17,1.38,1.12,1.14,3.0,14.0,11.0,80.0,131.0,104.0,0.337,0.7516,0.449,0.4387,0.0974,0.2629,19.0,29.0,27.0,E3_without_E2_set,0.07309451,nonpair
UB-UBE2G2-RNF112,UBE2G2,RNF112,P60604,Q9ULX5,7.271879196166992,4.92382287979126,-31.939,-56.872,-40.692,1839.077,3131.434,2555.561,1139.913,1771.921,1245.339,699.163,1359.513,1310.222,0.685586,0.441791,0.607335,True,23.98,4.8,19.09,5.66,2.73,6.0,1.49,1.54,1.54,4.0,14.0,12.0,72.0,125.0,103.0,0.3612,0.5497,0.2057,0.443,0.0983,0.1319,14.0,27.0,26.0,E3_without_E2_set,0.0015686138,nonpair
UB-UBE2G2-DTX4,UBE2G2,DTX4,P60604,Q9Y2E6,7.252009868621826,5.011452674865723,-33.089,-47.689,-35.504,3701.036,4818.466,2661.371,1852.7,2395.474,1306.417,1848.336,2422.992,1354.954,0.666169,0.645447,0.667196,False,26.28,4.62,26.66,7.05,2.4,9.24,1.64,1.41,1.35,16.0,21.0,13.0,141.0,178.0,111.0,0.2499,0.5592,0.1279,0.383,0.1296,0.3712,17.0,31.0,18.0,E3_without_E2_set,0.017413791,nonpair
UB-UBE2D3-TRIM43B,UBE2D3,TRIM43B,P61077,A6NCK2,7.274970531463623,4.039615154266357,-51.323,-68.961,-59.407,2001.861,2887.854,2645.695,1047.828,1549.774,1394.209,954.033,1338.08,1251.486,0.733644,0.638345,0.784047,True,15.91,8.71,11.23,3.6,2.94,1.89,1.35,1.16,1.03,7.0,11.0,12.0,72.0,113.0,108.0,0.7345,0.717,0.8501,0.5583,0.1829,0.2642,6.0,13.0,16.0,E3_without_E2_set,0.9971142,pair
UB-UBE2D3-RNF222,UBE2D3,RNF222,P61077,A6NCQ9,7.448757171630859,4.24615478515625,-48.967,-70.733,-59.219,1955.698,2979.766,2486.538,1111.906,1706.998,1297.953,843.792,1272.767,1188.585,0.747985,0.657282,0.761071,True,12.34,4.2,8.07,3.16,2.02,1.82,1.26,1.15,1.06,8.0,12.0,12.0,67.0,114.0,104.0,0.7603,0.7851,0.8496,0.584,0.1681,0.2551,5.0,17.0,20.0,E3_without_E2_set,0.9952396,pair
UB-UBE2D3-TRIM49B,UBE2D3,TRIM49B,P61077,A6NDI0,7.113897800445557,4.100035190582275,-37.922,-62.249,-51.686,1975.55,2950.291,2614.074,1111.441,1694.093,1433.144,864.109,1256.198,1180.931,0.686553,0.494292,0.72816,False,17.41,8.73,11.08,4.39,3.47,2.39,1.52,1.64,1.19,5.0,11.0,10.0,70.0,113.0,106.0,0.6155,0.5634,0.7063,0.5271,0.1558,0.2058,5.0,16.0,21.0,E3_without_E2_set,0.98284954,pair
UB-UBE2D3-TRIM64,UBE2D3,TRIM64,P61077,A6NGJ6,7.392025947570801,3.966153621673584,-39.399,-63.728,-47.732,1714.787,2840.522,2497.842,945.523,1485.154,1221.572,769.265,1355.368,1276.269,0.758786,0.610791,0.761568,False,15.66,7.35,10.44,3.32,2.6,2.12,1.2,1.17,1.09,6.0,13.0,9.0,66.0,110.0,105.0,0.7558,0.6972,0.8004,0.5579,0.1774,0.2005,6.0,17.0,18.0,E3_without_E2_set,0.9355676,pair
UB-UBE2D3-TRIM64B,UBE2D3,TRIM64B,P61077,A6NI03,7.431241989135742,3.9502744674682617,-40.664,-60.616,-44.728,1666.98,2856.371,2470.334,954.985,1537.524,1312.628,711.995,1318.847,1157.707,0.751857,0.60569,0.763157,False,16.44,7.47,10.33,3.44,2.64,2.12,1.25,1.18,1.09,7.0,13.0,8.0,64.0,110.0,103.0,0.741,0.713,0.7969,0.5569,0.1494,0.1995,6.0,16.0,17.0,E3_without_E2_set,0.92969376,pair
UB-UBE2D3-TRIM75,UBE2D3,TRIM75,P61077,A6NK02,7.274683952331543,3.990547180175781,-47.62,-68.377,-50.11,1823.138,2895.896,2484.576,931.563,1459.056,1301.6,891.575,1436.84,1182.977,0.795438,0.690741,0.80311,False,15.64,6.86,10.42,3.23,2.64,1.79,1.18,1.03,1.01,10.0,15.0,9.0,69.0,111.0,108.0,0.7846,0.7396,0.8559,0.5824,0.2283,0.2575,10.0,22.0,21.0,E3_without_E2_set,0.9787635,pair
