PDB_ID,E2_UniProtIDs,E3_UniProtIDs,Ub_UniProtIDs,Number_of_Distinct_Protein_Entities,Resolution_Method,Refinement_Resolution,Release_Date,Nonpolymer_Entities,Entity_ID,Source_Organism,Gene_Name,Macromolecule_Name,Accession_Codes,EC_Number,E2_Gene_Names,E3_Gene_Names,ubiquitin_in_structure
3P1E,,Q92793,,1.0,X-ray refinement,1.8,9/30/2010,"DIMETHYL SULFOXIDE,POTASSIUM ION,THIOCYANATE ION",1,1:Homo sapiens,1:CREBBP,1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
3P1F,,Q92793,,1.0,X-ray refinement,1.63,9/30/2010,"1,2-ETHANEDIOL,3-methyl-3,4-dihydroquinazolin-2(1H)-one,POTASSIUM ION",1,1:Homo sapiens,1:CREBBP,1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
3SVH,,Q92793,,1.0,X-ray refinement,1.8,7/12/2011,"1,2-ETHANEDIOL,3-(3,5-dimethyl-1,2-oxazol-4-yl)-5-ethoxybenzoic acid",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,,,CREBBP,No
4NR5,,Q92793,,1.0,X-ray refinement,1.66,11/26/2013,"1,2-ETHANEDIOL,5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[2-(morpholin-4-yl)ethyl]-2-(2-phenylethyl)-1H-benzimidazole,NITRATE ION",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4NR4,,Q92793,,1.0,X-ray refinement,1.69,11/26/2013,"1,2-ETHANEDIOL,1-(4-chlorobenzyl)-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1H-benzimidazole,MAGNESIUM ION",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4NR6,,Q92793,,1.0,X-ray refinement,1.66,11/26/2013,"1-[7-(3,4-dimethoxyphenyl)-9-{[(3R)-1-methylpiperidin-3-yl]methoxy}-2,3-dihydro-1,4-benzoxazepin-4(5H)-yl]propan-1-one",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4NR7,,Q92793,,1.0,X-ray refinement,1.2,11/26/2013,"1,2-ETHANEDIOL,2-[2-(3-chloro-4-methoxyphenyl)ethyl]-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(2S)-2-(morpholin-4-yl)propyl]-1H-benzimidazole",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4NYW,,Q92793,,1.0,X-ray refinement,1.43,12/11/2013,"(3R)-N-[3-(3,4-dihydroquinolin-1(2H)-yl)propyl]-3-methyl-2-oxo-1,2,3,4-tetrahydroquinoxaline-5-carboxamide,1,2-ETHANEDIOL,THIOCYANATE ION",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,,,CREBBP,No
4NYV,,Q92793,,1.0,X-ray refinement,1.83,12/11/2013,"6-bromo-3-methyl-3,4-dihydroquinazolin-2(1H)-one",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,,,CREBBP,No
2L85,,Q92793,,1.0,,,1/4/2011,4-[(E)-(4-hydroxyphenyl)diazenyl]benzenesulfonic acid,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4NYX,,Q92793,,1.0,X-ray refinement,1.1,12/11/2013,"(3R)-N-[3-(7-methoxy-3,4-dihydroquinolin-1(2H)-yl)propyl]-3-methyl-2-oxo-1,2,3,4-tetrahydroquinoxaline-5-carboxamide",1,1:Homo sapiens,"1:CBP, CREBBP",1:CREB-binding protein,1:Q92793,,,CREBBP,No
4TS8,,Q92793,,1.0,X-ray refinement,2.0,6/18/2014,"1,2-ETHANEDIOL,4-(1-acetyl-1H-indol-3-yl)-5-methyl-1,2-dihydro-3H-pyrazol-3-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4OUF,,Q92793,,1.0,X-ray refinement,1.4,2/17/2014,"1,2-ETHANEDIOL,DI(HYDROXYETHYL)ETHER",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
2L84,,Q92793,,1.0,,,1/3/2011,"5-[(E)-(2-amino-4-hydroxy-5-methylphenyl)diazenyl]-2,4-dimethylbenzenesulfonic acid",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4TQN,,Q92793,,1.0,X-ray refinement,1.7,6/11/2014,"1,2-ETHANEDIOL,3-[(5-acetyl-2-ethoxyphenyl)carbamoyl]benzoic acid",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5CGP,,Q92793,,1.0,X-ray refinement,1.96,7/9/2015,"5-(3,5-dimethyl-1,2-oxazol-4-yl)-2-[2-(4-methoxyphenyl)ethyl]-1-[2-(morpholin-4-yl)ethyl]-1H-benzimidazole",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
4WHU,,Q92793,,1.0,X-ray refinement,2.11,9/23/2014,"2-methoxy-4-{1-[2-(morpholin-4-yl)ethyl]-2-(2-phenylethyl)-1H-benzimidazol-5-yl}cyclohepta-2,4,6-trien-1-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5H85,,Q92793,,1.0,X-ray refinement,1.701,12/23/2015,methyl 3-(7~{H}-purin-6-ylcarbamoyl)benzoate,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5EIC,,Q92793,,1.0,X-ray refinement,1.5,10/29/2015,"1,2-ETHANEDIOL,2-[(chloroacetyl)amino]-5-[(E)-(4-sulfophenyl)diazenyl]benzenesulfonic acid",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5ENG,,Q92793,,1.0,X-ray refinement,1.3,11/9/2015,"methyl 2-[2-(3,5-dihydro-2~{H}-pyrazin-4-yl)ethoxy]-5-[(5-ethanoyl-2-ethoxy-phenyl)carbamoyl]benzoate",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5DBM,,Q92793,,1.0,X-ray refinement,1.86,8/21/2015,"(4R)-6-(1-tert-butyl-1H-pyrazol-4-yl)-4-methyl-1,3,4,5-tetrahydro-2H-1,5-benzodiazepin-2-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5LPJ,,Q92793,,1.0,X-ray refinement,1.65,8/13/2016,~{N}-[(3-chlorophenyl)methyl]-4-ethanoyl-3-ethyl-5-methyl-1~{H}-pyrrole-2-carboxamide,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5I83,,Q92793,,1.0,X-ray refinement,1.35,2/18/2016,"(4R)-4-methyl-7-[(1R)-1-phenylethoxy]-1,3,4,5-tetrahydro-2H-1,5-benzodiazepin-2-one,THIOCYANATE ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,,,CREBBP,No
5EP7,,Q92793,,1.0,X-ray refinement,1.198,11/11/2015,3-[(1-methyl-6-oxidanylidene-pyridin-3-yl)carbonylamino]benzoic acid,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5J0D,,Q92793,,1.0,X-ray refinement,1.05,3/28/2016,"1,2-ETHANEDIOL,7-(3,5-dimethoxyphenyl)-N-[(3S)-1-methylpiperidin-3-yl]-4-propanoyl-2,3,4,5-tetrahydro-1,4-benzoxazepine-9-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5LPL,,Q92793,,1.0,X-ray refinement,1.65,8/13/2016,"~{N}-[(1~{R},2~{R})-7-chloranyl-2-oxidanyl-1,2,3,4-tetrahydronaphthalen-1-yl]-4-ethanoyl-3-ethyl-5-methyl-1~{H}-pyrrole-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MPN,,Q92793,,1.0,X-ray refinement,1.23,12/16/2016,"1,2-ETHANEDIOL,1-[4-ethoxy-3-[3-(2~{H}-1,2,3,4-tetrazol-5-yl)phenyl]phenyl]ethanone",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MMG,,Q92793,,1.0,X-ray refinement,1.23,12/9/2016,1-[4-ethoxy-3-[(1-methylsulfonylindol-6-yl)amino]phenyl]ethanone,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MME,,Q92793,,1.0,X-ray refinement,1.35,12/9/2016,"dimethyl 5-[(5-ethanoyl-2-ethoxy-phenyl)amino]benzene-1,3-dicarboxylate",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MPK,,Q92793,,1.0,X-ray refinement,1.9,12/16/2016,"~{N}-(5-ethanoyl-2-ethoxy-phenyl)-3-(2~{H}-1,2,3,4-tetrazol-5-yl)-5-(1,3-thiazol-4-yl)benzamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MPZ,,Q92793,,1.0,X-ray refinement,1.4,12/19/2016,"methyl 2-oxidanylidene-3~{H}-1,3-benzoxazole-6-carboxylate",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MQG,,Q92793,,1.0,X-ray refinement,1.35,12/20/2016,1-(4-azanyl-3-methoxy-phenyl)ethanone,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MQE,,Q92793,,1.0,X-ray refinement,1.65,12/20/2016,4-bromanyl-~{N}-methyl-1~{H}-pyrrole-2-carboxamide,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5MQK,,Q92793,,1.0,X-ray refinement,1.53,12/20/2016,1-(1-methylindol-3-yl)ethanone,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5NLK,,Q92793,,1.0,X-ray refinement,1.8,4/4/2017,~{N}-[3-acetamido-5-[(5-ethanoyl-2-ethoxy-phenyl)carbamoyl]phenyl]furan-2-carboxamide,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5NRW,,Q92793,,1.0,X-ray refinement,1.7,4/25/2017,"1,2-ETHANEDIOL,4-ethanoyl-3-ethyl-5-methyl-~{N}-(naphthalen-1-ylmethyl)-1~{H}-pyrrole-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5NU3,,Q92793,,1.0,X-ray refinement,1.75,4/28/2017,"(R,R)-2,3-BUTANEDIOL,SULFATE ION,~{N}-[[2,8-bis(oxidanyl)naphthalen-1-yl]methyl]-4-ethanoyl-3-ethyl-5-methyl-1~{H}-pyrrole-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5TB6,,Q92793,,1.0,X-ray refinement,1.79,9/11/2016,"1,2-ETHANEDIOL,1-(3-phenyl-1,4,6,7-tetrahydropyrazolo[4,3-c]pyridin-5-yl)propan-1-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5OWK,,Q92793,,1.0,X-ray refinement,1.25,9/1/2017,ethyl 4-chloranyl-1-methyl-6-oxidanylidene-pyridine-3-carboxylate,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5W0E,,Q92793,,1.0,X-ray refinement,1.41,5/30/2017,"3-[7-(difluoromethyl)-6-(1-methyl-1H-pyrazol-4-yl)-3,4-dihydroquinolin-1(2H)-yl]-N-methyl-1-(oxan-4-yl)-1,4,6,7-tetrahydro-5H-pyrazolo[4,3-c]pyridine-5-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5W0F,,Q92793,,1.0,X-ray refinement,1.6,5/30/2017,"1-{3-[6-(1-methyl-1H-pyrazol-4-yl)-3,4-dihydroquinolin-1(2H)-yl]-1-[(3S)-oxolan-3-yl]-1,4,6,7-tetrahydro-5H-pyrazolo[4,3-c]pyridin-5-yl}ethan-1-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5XXH,,Q92793,,1.0,X-ray refinement,1.62,7/4/2017,"(3S)-1-[2-(3-ethanoylindol-1-yl)ethanoyl]piperidine-3-carboxylic acid,1,2-ETHANEDIOL,MAGNESIUM ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
5W0Q,,Q92793,,1.0,X-ray refinement,1.7,5/31/2017,"(2R)-N,2,7-trimethyl-2,3-dihydro-4H-1,4-benzoxazine-4-carboxamide,SULFATE ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6DMK,,Q92793,,1.0,X-ray refinement,1.66,6/5/2018,"1,2-ETHANEDIOL,5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[2-(morpholin-4-yl)ethyl]-2-(2-phenylethyl)-1H-benzimidazole,NITRATE ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6ALB,,Q92793,,1.0,X-ray refinement,2.053,8/7/2017,"1-{3-[3-(1-methyl-1H-pyrazol-4-yl)isoquinolin-8-yl]-1-(oxan-4-yl)-1,4,6,7-tetrahydro-5H-pyrazolo[4,3-c]pyridin-5-yl}ethan-1-one,2-[3-(2-HYDROXY-1,1-DIHYDROXYMETHYL-ETHYLAMINO)-PROPYLAMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL,ZINC ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6AY3,,Q92793,,1.0,X-ray refinement,1.391,9/7/2017,"1,2-ETHANEDIOL,5-[7-(difluoromethyl)-6-(1-methyl-1H-pyrazol-4-yl)-3,4-dihydroquinolin-1(2H)-yl]-N-methyl-1H-indole-3-carboxamide,SODIUM ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6FQU,,Q92793,,1.0,X-ray refinement,1.43,2/14/2018,"1-[3-[3-[3,3-bis(fluoranyl)piperidin-1-yl]phenyl]-4-ethoxy-phenyl]ethanone",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6FQO,,Q92793,,1.0,X-ray refinement,1.35,2/14/2018,"1,2-ETHANEDIOL,~{N}-[3-(2,5-dimethyl-3-oxidanylidene-1,2-oxazol-4-yl)-5-(5-ethanoyl-2-ethoxy-phenyl)phenyl]furan-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6FQT,,Q92793,,1.0,X-ray refinement,1.8,2/14/2018,~{N}-[3-(5-ethanoyl-2-ethoxy-phenyl)-5-(1-methylpyrazol-3-yl)phenyl]furan-2-carboxamide,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6FR0,,Q92793,,1.0,X-ray refinement,1.5,2/15/2018,"~{N}-[3-(5-ethanoyl-2-ethoxy-phenyl)-5-(2-ethyl-5-methyl-3-oxidanylidene-1,2-oxazol-4-yl)phenyl]furan-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6FRF,,Q92793,,1.0,X-ray refinement,2.1,2/15/2018,"~{N}-[3-(3,5-dimethyl-1,2-oxazol-4-yl)-5-(5-ethanoyl-2-ethoxy-phenyl)phenyl]furan-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6LQX,,Q92793,,1.0,X-ray refinement,2.46,1/14/2020,"(1~{S},6~{R})-6-[(1-methoxycarbonyl-3,4-dihydro-2~{H}-quinolin-6-yl)carbamoyl]cyclohex-3-ene-1-carboxylic acid,SODIUM ION",1,1:Homo sapiens,1:CREBBP,1:CREB-binding protein,1:I3L466,,,CREBBP,No
6QST,,Q92793,,1.0,X-ray refinement,2.1,2/22/2019,"~{N}-[3-(3-azanyl-5-methyl-1,2-oxazol-4-yl)-5-(5-ethanoyl-2-ethoxy-phenyl)phenyl]furan-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6SQE,,Q92793,,1.0,X-ray refinement,1.506,9/3/2019,"1,2-ETHANEDIOL,~{N}-[3-[(5-ethanoyl-2-ethoxy-phenyl)carbamoyl]-5-(1-methylpyrazol-3-yl)phenyl]-5-[(4-methylpiperazin-1-yl)methyl]furan-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6ES5,,Q92793,,2.0,,,10/19/2017,,"1, 2",1:Homo sapiens|2:Homo sapiens,,1:CID|2:NCBD,,,,CREBBP,No
6SQF,,Q92793,,1.0,X-ray refinement,2.006,9/3/2019,~{N}-[3-[[5-ethanoyl-2-[2-(2-oxa-6-azaspiro[3.3]heptan-6-yl)ethoxy]phenyl]carbamoyl]-5-(1-methylpyrazol-3-yl)phenyl]furan-2-carboxamide,1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6SQM,,Q92793,,1.0,X-ray refinement,1.8,9/4/2019,"1,2-ETHANEDIOL,~{N}-[3-acetamido-5-[(3-methylcinnolin-5-yl)carbamoyl]phenyl]furan-2-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
6SXX,,Q92793,,1.0,X-ray refinement,2.01,9/26/2019,"(3~{R})-1-ethanoylpyrrolidine-3-carboxylic acid,1,2-ETHANEDIOL",1,1:Homo sapiens,,1:CREBBP,1:Q92793,1:2.3.1.48,,CREBBP,No
6ES6,,Q92793,,2.0,,,10/19/2017,,"1, 2",1:Homo sapiens|2:Homo sapiens,,1:CID|2:NCBD,,,,CREBBP,No
6YIL,,Q92793,,1.0,X-ray refinement,1.22,4/1/2020,"(3~{R})-~{N}-[3-(3,4-dihydro-2~{H}-quinolin-1-yl)-2,2-bis(fluoranyl)propyl]-3-methyl-2-oxidanylidene-3,4-dihydro-1~{H}-quinoxaline-5-carboxamide",1,1:Homo sapiens,,1:CREBBP,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
6YIK,,Q92793,,1.0,X-ray refinement,1.7,4/1/2020,"(3~{R})-~{N}-[3-(3,4-dihydro-2~{H}-quinolin-1-yl)-2,2-bis(fluoranyl)propyl]-3-methyl-2-oxidanylidene-3,4-dihydro-1~{H}-quinoxaline-5-carboxamide",1,1:Homo sapiens,,1:CREBBP,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
6YIM,,Q92793,,1.0,X-ray refinement,1.23,4/1/2020,"(4~{R})-~{N}-[3-(7-methoxy-3,4-dihydro-2~{H}-quinolin-1-yl)propyl]-4-methyl-2-oxidanylidene-1,3,4,5-tetrahydro-1,5-benzodiazepine-6-carboxamide",1,1:Homo sapiens,,1:CREBBP,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
7EVJ,,Q92793,,1.0,X-ray refinement,2.57,5/21/2021,"3-acetyl-1-((3-(1-cyclopropyl-1H-pyrazol-4-yl)-2-fluoro-5-(hydroxymethyl)phenyl)carbamoyl)indolizin-7-yl dimethylcarbamate,GLYCEROL,PHOSPHATE ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
7UGE,,Q92793,,1.0,X-ray refinement,2.004,3/24/2022,"(3M)-4-{[(2S)-2-(3-chlorophenyl)-2-hydroxyethyl]amino}-3-[4-methyl-6-(morpholin-4-yl)-1H-benzimidazol-2-yl]pyridin-2(1H)-one,1,2-ETHANEDIOL",1,1:Homo sapiens,1:CREBBP,1:Histone acetyltransferase,1:I3L466,1:2.3.1.48,,CREBBP,No
7KPY,,Q92793,,1.0,X-ray refinement,1.7,11/12/2020,"1,2-ETHANEDIOL,2-[2-(3-chloranyl-4-methoxy-phenyl)ethyl]-~{N}-cyclohexyl-7-(3,5-dimethyl-1,2-oxazol-4-yl)imidazo[1,2-a]pyridin-3-amine",1,1:Homo sapiens,1:CREBBP,1:Histone acetyltransferase,1:I3L466,1:2.3.1.48,,CREBBP,No
7XHE,,Q92793,,1.0,X-ray refinement,1.59,4/8/2022,"(6S)-6-[5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(3R)-1-methylsulfonylpyrrolidin-3-yl]benzimidazol-2-yl]-1-(3-fluoranyl-4-methoxy-phenyl)piperidin-2-one,1,2-ETHANEDIOL",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
7WX2,,Q92793,,1.0,X-ray refinement,1.24,2/14/2022,"1,3-dimethyl-5-[2-(oxan-4-yl)-3-[2-(trifluoromethyloxy)ethyl]benzimidazol-5-yl]pyridin-2-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
7UGL,,Q92793,,1.0,X-ray refinement,1.5,3/24/2022,"(3M)-4-{[(2S)-2-(3-chlorophenyl)-2-hydroxyethyl]amino}-3-[4-methyl-6-(morpholin-4-yl)-1H-benzimidazol-2-yl]pyridin-2(1H)-one,2-[2-(3-chloro-4-methoxyphenyl)ethyl]-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(2S)-2-(morpholin-4-yl)propyl]-1H-benzimidazole",1,1:Homo sapiens,1:CREBBP,1:Histone acetyltransferase,1:I3L466,1:2.3.1.48,,CREBBP,No
7XNG,,Q92793,,1.0,X-ray refinement,2.35,4/28/2022,"3-[(1-ethanoylindol-3-yl)carbonylamino]-5-[[(2S)-oxan-2-yl]oxymethyl]benzoic acid,DI(HYDROXYETHYL)ETHER,GLYCEROL",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
7XI0,,Q92793,,1.0,X-ray refinement,1.62,4/11/2022,"(6S)-1-(3-chloranyl-4-methoxy-phenyl)-6-[5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(3R)-1-methylsulfonylpyrrolidin-3-yl]benzimidazol-2-yl]piperidin-2-one,GLYCEROL",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
7XNE,,Q92793,,1.0,X-ray refinement,2.17,4/28/2022,"GLYCEROL,N-[3-(1-cyclopropylpyrazol-4-yl)-2-fluoranyl-5-[(1S)-1-oxidanylethyl]phenyl]-3-ethanoyl-7-methoxy-indolizine-1-carboxamide",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
8FXE,,Q92793,,1.0,X-ray refinement,1.55,1/24/2023,"(6S)-1-(3-tert-butylphenyl)-6-{(5P)-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(1s,4R)-4-methoxycyclohexyl]-1H-benzimidazol-2-yl}piperidin-2-one,1,2-ETHANEDIOL",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,1:2.3.1.48,,CREBBP,No
8FXA,,Q92793,,1.0,X-ray refinement,1.65,1/24/2023,"(6S)-1-[3,5-bis(trifluoromethyl)phenyl]-6-{(5M)-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(1s,4R)-4-methoxycyclohexyl]-1H-benzimidazol-2-yl}piperidin-2-one,1,2-ETHANEDIOL",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
8FUP,,Q92793,,1.0,X-ray refinement,1.7,1/18/2023,"(3M)-4-{[(2S)-2-(3-chlorophenyl)-2-hydroxyethyl]amino}-3-[4-methyl-6-(morpholin-4-yl)-1H-benzimidazol-2-yl]pyridin-2(1H)-one,(6S)-1-[3,4-bis(fluoranyl)phenyl]-6-[5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-(4-methoxycyclohexyl)benzimidazol-2-yl]piperidin-2-one,1,2-ETHANEDIOL",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
8FXN,,Q92793,,1.0,X-ray refinement,2.0,1/25/2023,"1,2-ETHANEDIOL,tert-butyl {(1R,4s)-4-[(5M)-2-[(2S)-1-(3-tert-butylphenyl)-6-oxopiperidin-2-yl]-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1H-benzimidazol-1-yl]cyclohexyl}carbamate",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
8FXO,,Q92793,,1.0,X-ray refinement,1.74,1/25/2023,"(6S)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)-6-{(5M)-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(1s,4R)-4-methoxycyclohexyl]-1H-benzimidazol-2-yl}piperidin-2-one",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
8FV2,,Q92793,,1.0,X-ray refinement,1.87,1/18/2023,"(6S)-1-[3,4-bis(fluoranyl)phenyl]-6-[5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-(4-methoxycyclohexyl)benzimidazol-2-yl]piperidin-2-one,1,2-ETHANEDIOL,PHOSPHATE ION",1,1:Homo sapiens,"1:CREBBP, CBP",1:CREB-binding protein,1:Q92793,"1:2.3.1.48,2.3.1.-",,CREBBP,No
